"_id","RSN","YEAR_REGISTERED","YEAR_EVALUATED","YEAR_BUILT","PROPERTY_TYPE","WARD","WARDNAME","SITE_ADDRESS","CONFIRMED_STOREYS","CONFIRMED_UNITS","EVALUATION_COMPLETED_ON","SCORE","RESULTS_OF_SCORE","NO_OF_AREAS_EVALUATED","ENTRANCE_LOBBY","ENTRANCE_DOORS_WINDOWS","SECURITY","STAIRWELLS","LAUNDRY_ROOMS","INTERNAL_GUARDS_HANDRAILS","GARBAGE_CHUTE_ROOMS","GARBAGE_BIN_STORAGE_AREA","ELEVATORS","STORAGE_AREAS_LOCKERS","INTERIOR_WALL_CEILING_FLOOR","INTERIOR_LIGHTING_LEVELS","GRAFFITI","EXTERIOR_CLADDING","EXTERIOR_GROUNDS","EXTERIOR_WALKWAYS","BALCONY_GUARDS","WATER_PEN_EXT_BLDG_ELEMENTS","PARKING_AREA","OTHER_FACILITIES","GRID","LATITUDE","LONGITUDE","X","Y"
2373389,"4152935","2017","2021","1969","PRIVATE","04","Parkdale-High Park","40 HIGH PARK AVE","20","331","2021-11-14","83","Evaluation needs to be conducted in 2 years","15","4","5","5","4","N/A","3","N/A","3","4","N/A","3","4","5","4","5","5","4","4","N/A","N/A","S0428",NA,NA,"307496.989","4834752.748"
2373390,"4154440","2018","2021","1965","PRIVATE","06","York Centre","2960 KEELE ST","3","41","2021-11-13","66","Evaluation needs to be conducted in 2 years","17","3","4","3","3","3","4","N/A","2","3","N/A","4","4","5","3","3","3","3","3","3","N/A","N0627","43.735849503","-79.484562864","306027.788","4843766.348"
2373391,"4155999","2017","2021","1970","TCHC","05","York South-Weston","30 FALSTAFF AVE","19","221","2021-11-13","81","Evaluation needs to be conducted in 2 years","19","4","4","5","3","4","3","3","3","4","N/A","3","5","5","4","4","5","5","4","4","5","W0522","43.7164211106","-79.5052233382","304363.605","4841606.944"
2373392,"4154291","2017","2021","1961","PRIVATE","05","York South-Weston","2110 KEELE ST","9","93","2021-11-13","74","Evaluation needs to be conducted in 2 years","18","4","4","4","3","4","4","4","3","4","N/A","3","3","5","3","4","4","4","4","3","N/A","W0529","43.6999973614","-79.4766756216","306664.46","4839782.551"
2373393,"4155151","2017","2021","1940","PRIVATE","05","York South-Weston","50 JOHN ST","3","14","2021-11-12","86","Evaluation needs to be conducted in 3 years","16","4","4","5","4","4","5","N/A","4","N/A","4","5","5","5","4","4","4","N/A","4","4","N/A","W0525","43.703370512","-79.516414059","303461.293","4840158.234"
2373394,"4155081","2017","2021","1996","SOCIAL HOUSING","05","York South-Weston","1500 KEELE ST","11","132","2021-11-12","83","Evaluation needs to be conducted in 2 years","18","3","4","5","4","4","4","4","4","4","N/A","4","4","5","5","4","4","N/A","5","4","4","W0536","43.6796722353","-79.4718686985","307133.338","4837529.733"
2373395,"4155086","2017","2021","1955","PRIVATE","05","York South-Weston","1720 KEELE ST","4","47","2021-11-12","82","Evaluation needs to be conducted in 2 years","17","4","5","5","4","3","4","N/A","4","N/A","4","4","4","5","4","4","4","4","5","3","N/A","W0536","43.6852027007","-79.4736170741","306911.453","4838139.002"
2373396,"4154373","2017","2021","1959","PRIVATE","06","York Centre","5 HARTHAM PL","3","26","2021-11-12","71","Evaluation needs to be conducted in 2 years","16","3","4","3","4","3","3","N/A","4","N/A","3","4","4","5","3","3","3","N/A","4","4","N/A","N0632","43.7296099778","-79.4593577268","308058.755","4843072.886"
2373397,"4154372","2017","2021","1958","PRIVATE","06","York Centre","6 HARTHAM PL","3","26","2021-11-12","78","Evaluation needs to be conducted in 2 years","16","4","4","3","4","4","4","N/A","4","N/A","4","4","3","5","4","4","3","N/A","4","4","N/A","N0632","43.729465669","-79.4599073969","308014.479","4843056.832"
2373398,"4155618","2017","2021","1972","TCHC","07","Humber River-Black Creek","15 TOBERMORY DR","24","374","2021-11-12","64","Evaluation needs to be conducted in 1 year","19","3","3","3","3","3","4","3","3","3","N/A","2","3","3","4","3","3","4","4","3","4","W0725","43.760168119","-79.507896791","304069.821","4846499.065"
2373399,"4154862","2017","2021","1968","PRIVATE","16","Don Valley East","1600 VICTORIA PARK AVE","4","27","2021-11-12","72","Evaluation needs to be conducted in 2 years","18","3","4","4","4","4","4","N/A","3","4","3","3","4","5","4","3","3","4","3","3","N/A","N1628","43.7300058216","-79.3053972189","320461.9","4843134.408"
2373400,"4154380","2017","2021","1953","PRIVATE","06","York Centre","27 PAXTONIA BLVD","4","50","2021-11-12","83","Evaluation needs to be conducted in 2 years","19","4","4","4","4","4","4","4","3","5","4","4","4","5","4","5","4","5","4","4","N/A","N0628","43.7290216575","-79.4809189198","306321.739","4843006.91"
2373401,"4154381","2017","2021","1964","PRIVATE","06","York Centre","31 PAXTONIA BLVD","3","50","2021-11-12","79","Evaluation needs to be conducted in 2 years","18","4","4","4","4","4","4","3","3","5","N/A","4","4","5","4","4","4","4","4","3","N/A","N0628","43.729184156","-79.4799862113","306396.878","4843024.978"
2373402,"4154793","2019","2021","1962","PRIVATE","16","Don Valley East","150 THE DONWAY W","6","65","2021-11-12","76","Evaluation needs to be conducted in 2 years","18","4","4","4","3","4","4","N/A","3","4","3","3","3","5","4","4","4","4","5","3","N/A","N1626","43.7333994547","-79.3476283156","317059.04","4843504.301"
2373403,"4154371","2017","2021","1956","PRIVATE","06","York Centre","4 HARTHAM PL","3","12","2021-11-12","66","Evaluation needs to be conducted in 2 years","16","3","4","3","4","3","3","N/A","3","N/A","N/A","3","3","5","3","3","3","3","4","3","N/A","N0632","43.7299426047","-79.4600970756","307999.17","4843109.809"
2373404,"4154374","2017","2021","1958","PRIVATE","06","York Centre","3 HARTHAM PL","3","11","2021-11-12","68","Evaluation needs to be conducted in 2 years","16","4","4","3","3","3","4","N/A","3","N/A","4","3","2","5","3","4","3","N/A","3","3","N/A","N0632","43.7300526745","-79.4595177072","308045.841","4843122.061"
2373405,"4154385","2017","2021","1960","PRIVATE","06","York Centre","1533 WILSON AVE","4","42","2021-11-10","68","Evaluation needs to be conducted in 2 years","17","4","3","3","3","3","3","N/A","4","N/A","3","4","4","5","3","4","3","3","3","3","N/A","N0631","43.7206156071","-79.5067407742","304241.38","4842072.93"
2373406,"4152926","2017","2021","1992","SOCIAL HOUSING","04","Parkdale-High Park","1624 BLOOR ST W","6","94","2021-11-10","85","Evaluation needs to be conducted in 2 years","17","4","4","5","3","4","5","3","4","5","N/A","4","5","5","4","4","4","N/A","5","4","N/A","S0429","43.655863811","-79.455984017","308334.551","4834881.192"
2373407,"4154476","2017","2021","1968","PRIVATE","07","Humber River-Black Creek","1 FOUNTAINHEAD RD","23","370","2021-11-10","73","Evaluation needs to be conducted in 2 years","19","4","4","4","3","3","4","3","3","4","N/A","3","4","5","3","4","4","4","4","3","3","W0726","43.7616033794","-79.5015843988","304657.051","4846626.4"
2373408,"4153926","2018","2021","1962","PRIVATE","12","Toronto-St. Paul's","125 LAWTON BLVD","12","122","2021-11-10","87","Evaluation needs to be conducted in 3 years","17","5","5","5","4","5","4","N/A","5","4","N/A","4","4","5","4","3","4","5","5","3","N/A","S1232","43.6945745052","-79.3968664872","313097.941","4839184.991"
2373409,"4152743","2017","2021","1962","PRIVATE","24","Scarborough-Guildwood","25 GREENBRAE CRCT","6","60","2021-11-10","78","Evaluation needs to be conducted in 2 years","19","4","4","5","4","5","4","3","5","3","3","3","4","5","3","5","4","3","3","4","N/A","E2425","43.7587707758","-79.2323786593","326333.984","4846346.329"
2373410,"4154560","2017","2021","1954","PRIVATE","08","Eglinton-Lawrence","3 DREXEL RD","3","26","2021-11-10","78","Evaluation needs to be conducted in 2 years","16","3","4","5","3","4","4","N/A","4","N/A","5","3","3","5","3","4","4","N/A","4","4","N/A","N0823","43.721948279","-79.433346456","310154.683","4842224.03"
2373411,"4154369","2017","2021","1953","PRIVATE","06","York Centre","823 WILSON AVE","3","11","2021-11-10","61","Evaluation needs to be conducted in 1 year","15","3","3","3","3","2","3","N/A","3","N/A","N/A","3","3","5","3","3","3","N/A","3","3","N/A","N0632","43.7316251589","-79.461395515","307894.467","4843296.678"
2373412,"4154368","2017","2021","1953","PRIVATE","06","York Centre","825 WILSON AVE","3","11","2021-11-10","63","Evaluation needs to be conducted in 1 year","16","3","3","3","3","3","3","N/A","3","N/A","3","3","3","5","3","3","3","N/A","3","3","N/A","N0632","43.7315326231","-79.4618093848","307861.13","4843286.382"
2373413,"4154367","2017","2021","1953","PRIVATE","06","York Centre","827 WILSON AVE","3","11","2021-11-10","61","Evaluation needs to be conducted in 1 year","16","3","3","3","3","3","3","N/A","3","N/A","3","3","2","5","3","3","3","N/A","3","3","N/A","N0632","43.7314312704","-79.4622110913","307828.773","4843275.107"
2373414,"4154366","2017","2021","1953","PRIVATE","06","York Centre","829 WILSON AVE","3","11","2021-11-10","61","Evaluation needs to be conducted in 1 year","16","3","3","3","3","2","3","N/A","3","N/A","3","3","3","5","3","3","3","N/A","3","3","N/A","N0632","43.7313244643","-79.4626281636","307795.179","4843263.226"
2373415,"4153176","2017","2021","1972","SOCIAL HOUSING","11","University-Rosedale","14 SPADINA RD","6","103","2021-11-10","81","Evaluation needs to be conducted in 2 years","19","4","4","5","4","4","4","4","4","4","N/A","4","4","5","4","4","4","4","4","3","4","S1126","43.6678434794","-79.4049570473","312449.082","4836214.442"
2373416,"4153923","2017","2021","1959","PRIVATE","12","Toronto-St. Paul's","85 LAWTON BLVD","10","87","2021-11-10","80","Evaluation needs to be conducted in 2 years","19","4","4","5","3","4","5","4","3","4","4","4","4","5","4","4","4","4","4","3","N/A","S1232","43.6931297884","-79.3963342082","313141.061","4839024.529"
2373417,"4153927","2017","2021","1960","PRIVATE","12","Toronto-St. Paul's","135 LAWTON BLVD","9","48","2021-11-10","85","Evaluation needs to be conducted in 2 years","17","4","4","5","4","4","5","N/A","4","3","N/A","4","5","5","4","4","4","4","5","4","N/A","S1232","43.6949094496","-79.3968815347","313096.679","4839222.203"
2373418,"4152939","2017","2021","1940","PRIVATE","04","Parkdale-High Park","1950 BLOOR ST W","4","16","2021-11-10","76","Evaluation needs to be conducted in 2 years","15","3","3","4","4","4","3","N/A","4","N/A","4","3","3","5","3","5","4","N/A","5","N/A","N/A","S0428","43.653332449","-79.467450244","307406.915","4834598.1"
2373419,"4154384","2017","2021","1960","PRIVATE","06","York Centre","1537 WILSON AVE","4","42","2021-11-10","68","Evaluation needs to be conducted in 2 years","17","4","4","3","3","3","3","N/A","4","N/A","3","3","4","5","3","4","3","3","3","3","N/A","N0631","43.7205293496","-79.5070896347","304213.269","4842063.35"
2373420,"4365723","2018","2021","1976","PRIVATE","04","Parkdale-High Park","2350 DUNDAS ST W","29","457","2021-11-09","81","Evaluation needs to be conducted in 2 years","18","5","4","5","4","4","3","4","4","4","N/A","4","4","5","4","4","4","N/A","4","3","4","S0429","43.656991644","-79.45228586","308623.625","4835029.533"
2373421,"4153456","2017","2021","1929","PRIVATE","13","Toronto Centre","262 JARVIS ST","6","72","2021-11-09","75","Evaluation needs to be conducted in 2 years","15","4","4","4","4","4","3","N/A","3","3","N/A","4","4","5","4","3","3","N/A","4","N/A","N/A","S1328","43.6596564148","-79.3760533854","314781.426","4835308.004"
2373422,"4155371","2017","2021","1960","PRIVATE","03","Etobicoke-Lakeshore","5294 DUNDAS ST W","7","45","2021-11-09","84","Evaluation needs to be conducted in 2 years","16","3","4","5","4","5","5","N/A","3","5","N/A","4","4","5","4","4","5","3","4","N/A","N/A","W0323","43.637025183","-79.54003296","301553.935","4832788.22"
2373423,"4168942","2017","2021","1984","SOCIAL HOUSING","10","Spadina-Fort York","345 DUFFERIN ST","8","200","2021-11-09","75","Evaluation needs to be conducted in 2 years","17","4","4","5","3","4","4","3","3","4","N/A","4","4","3","4","4","4","N/A","3","4","N/A","S1026","43.6410875936","-79.4277040009","310617.306","4833240.167"
2373424,"4365726","2018","2021","1976","PRIVATE","04","Parkdale-High Park","2360 DUNDAS ST W","29","638","2021-11-09","80","Evaluation needs to be conducted in 2 years","18","5","4","5","4","4","3","4","4","4","N/A","3","4","5","4","4","4","N/A","4","3","4","S0429","43.657073675","-79.452365262","308621.66","4835039.566"
2373425,"4152938","2017","2021","1940","PRIVATE","04","Parkdale-High Park","1942 BLOOR ST W","4","16","2021-11-09","77","Evaluation needs to be conducted in 2 years","15","4","3","4","4","4","3","N/A","4","N/A","4","3","3","5","3","5","4","N/A","5","N/A","N/A","S0428","43.653379801","-79.467222983","307428.095","4834604.811"
2373426,"4154909","2017","2021","1962","PRIVATE","16","Don Valley East","67 PARKWOODS VILLAGE DR","7","78","2021-11-09","79","Evaluation needs to be conducted in 2 years","19","5","3","4","4","4","4","4","4","4","3","4","4","5","4","3","3","5","5","3","N/A","N1625","43.7604077056","-79.3211498347","319185.587","4846509.004"
2373427,"4153475","2017","2021","1960","PRIVATE","13","Toronto Centre","437 JARVIS ST","7","76","2021-11-09","78","Evaluation needs to be conducted in 2 years","17","4","4","5","3","4","3","N/A","3","4","N/A","3","4","5","4","4","3","5","4","4","N/A","S1326","43.6640870859","-79.3767455486","314724.867","4835800.144"
2373428,"4288743","2017","2021","1930","PRIVATE","13","Toronto Centre","78 PEMBROKE ST","3","15","2021-11-09","76","Evaluation needs to be conducted in 2 years","15","4","3","4","3","4","3","N/A","5","N/A","N/A","3","4","5","3","4","4","N/A","4","4","N/A","S1328","43.6589747773","-79.3730219749","315026.038","4835232.634"
2373429,"4153807","2017","2021","1983","TCHC","15","Don Valley West","801 MOUNT PLEASANT RD","10","185","2021-11-09","83","Evaluation needs to be conducted in 2 years","19","4","5","5","4","4","5","4","4","4","N/A","3","3","5","4","4","4","5","4","4","4","N1537","43.7088453","-79.3898544426","313661.101","4840771.193"
2373430,"4153913","2017","2021","1982","PRIVATE","12","Toronto-St. Paul's","5 MALLORY GDNS","11","60","2021-11-09","79","Evaluation needs to be conducted in 2 years","18","4","4","5","3","4","3","N/A","5","5","3","3","3","5","4","4","4","3","5","4","N/A","S1232","43.69068475","-79.395885257","313177.321","4838753.869"
2373431,"4252925","2017","2021","1970","PRIVATE","03","Etobicoke-Lakeshore","90 TWENTY FIFTH ST","3","41","2021-11-09","83","Evaluation needs to be conducted in 2 years","15","4","5","5","3","5","5","N/A","4","N/A","N/A","4","4","5","3","3","5","N/A","3","4","N/A","W0334","43.595677145","-79.523533337","302867.794","4828242.129"
2373432,"4155362","2018","2021","1968","PRIVATE","02","Etobicoke Centre","35 WIDDICOMBE HILL","11","121","2021-11-09","72","Evaluation needs to be conducted in 2 years","19","4","3","5","4","4","3","3","3","5","4","4","5","4","3","4","2","3","3","2","N/A","W0222","43.678668475","-79.550611679","300703.359","4837415.062"
2373433,"4155363","2018","2021","1968","PRIVATE","02","Etobicoke Centre","25 WIDDICOMBE HILL","11","122","2021-11-09","72","Evaluation needs to be conducted in 2 years","19","4","3","5","4","4","3","4","4","5","2","4","3","5","3","4","3","3","3","2","N/A","W0222","43.679208785","-79.548319808","300888.16","4837475.011"
2373434,"4155916","2017","2021","1970","PRIVATE","03","Etobicoke-Lakeshore","15 THIRTY THIRD ST","3","36","2021-11-09","81","Evaluation needs to be conducted in 2 years","15","4","5","5","3","4","4","N/A","4","N/A","N/A","3","5","5","3","4","5","N/A","3","4","N/A","W0334","43.5920527461","-79.530753761","302301.211","4827790.702"
2373435,"4156288","2017","2021","1970","PRIVATE","03","Etobicoke-Lakeshore","11 THIRTY THIRD ST","3","23","2021-11-09","83","Evaluation needs to be conducted in 2 years","15","4","5","5","4","5","4","N/A","4","N/A","N/A","3","4","5","3","4","5","N/A","3","4","N/A","W0334","43.5918858428","-79.5306544291","302309.225","4827772.157"
2373436,"4252919","2017","2021","1970","PRIVATE","03","Etobicoke-Lakeshore","9 THIRTY THIRD ST","3","34","2021-11-09","85","Evaluation needs to be conducted in 2 years","15","4","5","5","4","5","4","N/A","4","N/A","N/A","4","5","5","3","4","5","N/A","3","4","N/A","W0334","43.5916886979","-79.5307437677","302302.004","4827750.258"
2373437,"4156734","2017","2021","1974","TCHC","08","Eglinton-Lawrence","145 NEPTUNE DR","4","48","2021-11-09","73","Evaluation needs to be conducted in 2 years","17","4","4","5","3","4","3","3","4","N/A","N/A","4","4","5","3","3","3","N/A","4","3","3","N0823","43.729562759","-79.440565679","309572.41","4843069.517"
2373438,"4154903","2017","2021","1963","PRIVATE","16","Don Valley East","70 PARKWOODS VILLAGE DR","6","65","2021-11-09","87","Evaluation needs to be conducted in 3 years","17","5","5","4","4","4","5","N/A","3","5","N/A","4","4","5","4","4","4","5","5","4","N/A","N1625","43.7598996821","-79.3227165337","319059.553","4846452.297"
2373439,"4153948","2017","2021","1963","PRIVATE","08","Eglinton-Lawrence","625 ROSELAWN AVE","9","91","2021-11-09","77","Evaluation needs to be conducted in 2 years","19","4","4","5","3","3","4","3","4","4","4","4","4","5","4","4","4","4","3","3","N/A","N0833","43.705666038","-79.422923285","310996.166","4840415.915"
2373440,"4153846","2017","2021","1958","PRIVATE","15","Don Valley West","135 KEEWATIN AVE","4","52","2021-11-09","78","Evaluation needs to be conducted in 2 years","17","4","4","5","3","3","4","N/A","4","4","N/A","3","3","5","4","5","4","4","4","3","N/A","N1526","43.7129372818","-79.3954667356","313208.222","4841225.215"
2373441,"4153921","2017","2021","1955","PRIVATE","12","Toronto-St. Paul's","134 LAWTON BLVD","4","42","2021-11-09","75","Evaluation needs to be conducted in 2 years","17","4","3","5","3","3","3","N/A","4","N/A","3","4","3","5","4","4","4","4","4","4","N/A","S1232","43.6943442455","-79.3975635175","313041.791","4839159.337"
2373442,"4250271","2017","2021","1991","SOCIAL HOUSING","13","Toronto Centre","431 DUNDAS ST E","4","37","2021-11-09","93","Evaluation needs to be conducted in 3 years","18","5","5","5","4","5","4","4","4","5","N/A","5","5","5","4","5","5","N/A","4","5","5","S1329","43.659070087","-79.366469562","315554.246","4835245.014"
2373443,"4333386","2019","2021","2018","PRIVATE","13","Toronto Centre","561 SHERBOURNE ST","43","369","2021-11-09","96","Evaluation needs to be conducted in 3 years","19","5","5","5","4","5","4","5","4","5","N/A","5","5","5","5","5","5","5","5","4","5","S1323",NA,NA,"314838.816","4836396.822"
